#{"t_start": 1761275657.5072408, "env_id": "None"}
r,l,t
163.3826,144,47.049149
106.70182,97,47.122134
95.891464,89,47.202681
101.6795,97,47.223594
96.86658,87,47.25647
94.18032,85,47.270632
91.99349,90,47.290903
105.33523,96,47.312399
124.80835,112,47.355327
129.73235,100,47.425729
92.16211,81,47.470853
84.90199,84,47.519559
127.19118,98,47.576507
127.691185,114,47.576507
107.93165,111,47.619012
127.74413,129,47.650325
77.74436,90,47.686865
150.49237,128,47.736775
101.04547,89,47.751984
90.42769,83,47.788659
73.23566,84,47.844655
105.59558,89,47.863101
100.79793,87,47.921708
99.86159,107,47.957136
104.50918,93,48.026669
96.96142,92,48.08176
127.13227,98,48.193021
208.53322,161,48.221617
140.15993,127,48.265358
79.46823,89,48.276908
114.19577,88,48.323367
133.31285,122,48.350988
105.87926,82,48.367211
240.26036,194,48.389639
82.72734,85,48.500653
112.84181,87,48.521209
124.02289,127,48.56171
100.69286,90,48.580726
137.88188,134,48.61907
127.18266,98,48.637485
111.45527,116,48.725066
118.58326,120,50.298712
82.9869,85,50.351507
80.51681,83,50.401889
120.0052,108,50.441055
108.17346,94,50.462938
122.80643,107,50.526543
81.388535,91,50.537663
107.60476,83,50.553442
151.81313,129,50.5907
91.46648,83,50.652808
71.835,83,50.672276
144.33401,139,50.726574
148.7339,131,50.755273
123.23353,95,50.787091
97.43953,96,50.787091
141.60313,125,50.846619
80.63999,83,50.88099
172.49551,145,50.937797
141.33942,118,50.956438
70.473564,85,51.006745
116.0497,102,51.006745
94.502785,94,51.006745
94.53042,85,51.007757
102.13446,84,51.090483
109.99812,106,51.130315
91.764046,83,51.161614
97.35037,83,51.179723
116.77808,90,51.223989
96.50679,92,51.241075
95.330894,103,51.273088
96.624596,87,51.321798
149.85204,128,51.33978
126.74025,103,51.402812
91.26605,99,51.422114
118.390236,100,51.439762
97.7911,105,51.506658
136.70949,120,51.518482
77.28462,88,51.536828
115.17263,89,51.552566
159.34941,144,51.589604
71.1851,86,51.610133
95.392395,83,51.63527
119.24569,113,51.68523
108.95304,84,51.716517
85.61713,87,51.734528
87.04212,88,51.758596
104.16928,88,51.799625
105.19565,109,51.814451
114.45371,97,51.841689
80.83071,90,51.859553
93.20687,84,51.910707
110.34068,85,51.973064
96.326996,83,51.995046
67.9721,80,52.042428
88.5851,85,52.091115
148.32541,122,52.135086
96.511116,89,52.153959
185.45894,162,52.172958
146.58714,113,52.172958
87.08883,95,52.258946
133.5632,103,52.28234
96.89074,90,52.336655
109.51377,95,52.40807
115.76825,102,52.486787
117.23646,107,52.510695
97.88866,85,52.529133
150.51949,125,52.547834
74.51946,89,52.563971
115.66738,104,52.616738
181.57233,159,52.646414
98.79066,95,52.668176
83.591644,93,52.725194
79.18857,91,52.746454
70.85603,86,52.746454
101.750114,89,52.772267
110.26471,106,52.83137
121.9738,94,52.888036
102.14418,89,52.91059
66.85365,82,53.036518
91.03338,87,53.069288
140.2574,136,53.102592
96.57302,103,53.113982
127.05989,98,54.520431
111.34528,86,54.57003
100.458626,106,54.583784
93.46372,88,54.636598
165.48132,141,54.677445
98.45595,97,54.712825
141.41821,109,54.740174
150.57095,127,54.75406
142.62938,122,54.779054
104.47406,93,54.795023
111.71017,114,54.838302
92.79745,84,54.880207
89.97645,86,54.921146
91.4188,83,54.942918
155.41927,150,54.991054
123.77482,106,55.027995
141.32338,109,55.027995
105.66524,110,55.074387
90.602005,91,55.085112
104.72551,86,55.126807
230.97362,178,55.157314
116.30804,118,55.199315
116.79209,90,55.199315
82.90214,85,55.226843
90.27716,101,55.26186
117.65385,91,55.296633
114.61578,101,55.327141
96.82559,83,55.349686
86.98695,88,55.379327
92.00567,90,55.4213
149.26271,115,55.472929
78.08664,91,55.489773
90.116295,87,55.51934
82.914825,81,55.536699
115.124,94,55.600538
99.7984,89,55.629126
210.4656,171,55.641917
154.2616,140,55.677668
87.62238,86,55.698173
103.40065,85,55.718899
74.448296,87,55.747551
158.27019,122,55.784993
79.15846,89,55.836587
156.84657,121,55.879301
96.21245,86,55.894876
154.42297,119,55.920541
94.5086,94,55.942011
135.44965,113,55.986603
117.912704,112,56.026911
99.34484,89,56.052297
199.10762,166,56.077723
113.65337,101,56.124794
100.0031,98,56.136736
98.996475,89,56.149758
133.85994,115,56.196522
114.65471,100,56.233304
69.28898,81,56.252214
141.9069,119,56.30648
73.14278,84,56.327613
108.03918,111,56.344664
118.97024,92,56.365419
105.3445,89,56.365419
97.324646,87,56.439466
108.88131,105,56.462453
79.75323,90,56.473133
89.57932,87,56.52655
111.619156,86,56.541554
109.64178,103,56.588126
102.070496,107,56.60383
132.37529,123,56.650079
68.02573,80,56.675881
89.55893,90,56.718467
97.13967,84,56.772332
74.34793,88,56.783726
115.92756,118,56.802149
81.918686,91,56.856596
103.41321,85,56.883782
122.90637,103,56.894245
101.266594,94,56.919495
93.71212,100,56.969614
124.46967,96,58.170044
134.94957,116,58.219654
97.41224,94,58.258393
88.27954,89,58.274796
144.93654,117,58.300114
68.11275,80,58.316424
148.66481,127,58.364305
203.49092,178,58.404638
177.76826,137,58.534646
80.277725,93,58.564343
110.54213,113,58.59264
109.8421,103,58.612703
138.35847,124,58.630924
74.36269,89,58.65877
126.534004,106,58.684546
227.09785,187,58.756846
92.95598,84,58.806919
112.6667,108,58.837533
71.72548,83,58.862638
90.95693,98,58.882708
111.444016,98,58.899627
113.7264,107,58.910855
100.26104,89,58.926711
76.90736,87,58.979759
120.27669,101,59.052987
125.80699,97,59.076864
77.0416,87,59.097369
88.832794,86,59.121246
115.76216,117,59.200683
78.52864,90,59.23559
157.96832,150,59.286549
161.17734,154,59.345473
79.15026,82,59.36326
132.85631,121,59.441488
122.09419,104,59.441488
79.37425,89,59.492218
98.45531,97,59.530105
77.51384,81,59.540774
154.08441,140,59.552741
85.107056,84,59.597684
111.2558,98,59.636873
104.44049,93,59.70136
130.69597,113,59.72273
90.35172,83,59.736447
74.46566,88,59.786696
178.52992,151,59.819258
159.30898,123,59.833098
74.12928,87,59.840719
148.79108,136,59.875749
107.14084,95,59.949254
83.415764,94,59.961754
86.017365,82,59.993075
